# 家卫 · MAC 厂商（OUI）精简表
# 生成方式: python tools/build_oui_table.py --from wireshark
# 数据来源: https://www.wireshark.org/download/automated/data/manuf
# 过滤策略: 家庭 / 国产设备厂商白名单
# 字段: prefix,vendor,vendor_cn,device_hint
# 说明: device_hint 只在厂商几乎只做该品类时才填，其余留空 —— 不猜。
prefix,vendor,vendor_cn,device_hint
90:b3:39,Espressif,Espressif / 乐鑫,
90:b6:22,SamsungElect,Samsung / 三星,
90:b6:7a,SkyworthDigi,创维,tv
90:b7:90,Apple,Apple,
90:b9:31,Apple,Apple,
90:b9:42,zte,中兴,
90:ba:09,HuaweiTechno,华为,
90:c1:15,Sony,Sony / 索尼,
90:c1:c6,Apple,Apple,
90:c7:10,zte,中兴,
90:c7:d8,zte,中兴,
90:c9:7e,HuaweiTechno,华为,
90:ca:fa,Google,Google,speaker
90:cc:7a,HuaweiDevice,华为,
90:cd:e8,Apple,Apple,
90:d4:32,zte,中兴,
90:d7:33,HuaweiTechno,华为,
90:d8:f3,zte,中兴,
90:da:72,Espressif,Espressif / 乐鑫,
90:dd:5d,Apple,Apple,
90:df:7d,RealmeChongq,realme,
90:e1:7b,Apple,Apple,
90:e5:b1,Espressif,Espressif / 乐鑫,
90:e6:ba,ASUSTekCOMPU,华硕,router
90:ec:ea,Apple,Apple,
90:ee:c7,SamsungElect,Samsung / 三星,
90:f0:52,MEIZUTechnol,魅族,
90:f1:aa,SamsungElect,Samsung / 三星,
90:f6:44,HuaweiDevice,华为,
90:f6:52,TpLinkTechno,TP-Link,router
90:f8:0c,SamsungElect,Samsung / 三星,
90:f9:70,HuaweiTechno,华为,
90:f9:b7,HuaweiTechno,华为,
90:fb:5d,XiaomiMobile,小米,
90:fd:61,Apple,Apple,
90:fd:73,zte,中兴,
90:ff:d6,HonorDevice,荣耀,
94:00:b0,HuaweiTechno,华为,
94:01:c2,SamsungElect,Samsung / 三星,
94:04:9c,HuaweiTechno,华为,
94:08:c7,HuaweiDevice,华为,
94:0b:19,HuaweiTechno,华为,
94:0b:83,zte,中兴,
94:0b:cd,Apple,Apple,
94:0c:6d,TpLinkTechno,TP-Link,router
94:0c:98,Apple,Apple,
94:0e:5f,Apple,Apple,
94:0e:6b,HuaweiTechno,华为,
94:0e:e7,HuaweiTechno,华为,
94:15:b2,HuaweiDevice,华为,
94:16:25,Apple,Apple,
94:17:00,XiaomiCommun,小米,
94:18:65,Netgear,NETGEAR,router
94:1d:d4,Google,Google,speaker
94:21:57,Apple,Apple,
94:22:4c,QingdaoHaier,海尔,
94:24:53,HuaweiTechno,华为,
94:25:33,HuaweiTechno,华为,
94:26:1d,HuaweiTechno,华为,
94:28:6f,zte,中兴,
94:2a:6f,Ubiquiti,Ubiquiti,router
94:2b:68,Apple,Apple,
94:2d:dc,SamsungElect,Samsung / 三星,
94:32:c1,HonorDevice,荣耀,
94:35:0a,SamsungElect,Samsung / 三星,
94:35:89,HuaweiTechno,华为,
94:37:f7,HuaweiDevice,华为,
94:3b:22,Netgear,NETGEAR,router
94:3c:c6,Espressif,Espressif / 乐鑫,
94:3f:d6,Apple,Apple,
94:40:f3,HuaweiTechno,华为,
94:45:60,Google,Google,speaker
94:47:88,HuaweiTechno,华为,
94:49:f6,HuaweiDevice,华为,
94:51:03,SamsungElect,Samsung / 三星,
94:51:dc,Espressif,Espressif / 乐鑫,
94:52:44,SamsungElect,Samsung / 三星,
94:54:c5,Espressif,Espressif / 乐鑫,
94:5a:ea,HuaweiTechno,华为,
94:5c:9a,Apple,Apple,
94:60:10,HuaweiDevice,华为,
94:62:6d,XiaomiElectr,小米,
94:63:d1,SamsungElect,Samsung / 三星,
94:65:2d,OnePlusTechn,一加,
94:6a:7c,OnePlusTechn,一加,
94:76:b7,SamsungElect,Samsung / 三星,
94:77:2b,HuaweiTechno,华为,
94:7a:f4,HuaweiTechno,华为,
94:7b:ae,XiaomiCommun,小米,
94:7b:e7,SamsungElect,Samsung / 三星,
94:7d:77,HuaweiTechno,华为,
94:7f:d8,SkyworthDigi,创维,tv
94:87:e0,XiaomiCommun,小米,
94:89:78,Apple,Apple,
94:8a:c6,RealmeChongq,realme,
94:8b:93,XiaomiCommun,小米,
94:8b:c1,SamsungElect,Samsung / 三星,
94:90:10,HuaweiTechno,华为,
94:94:26,Apple,Apple,
94:95:a0,Google,Google,speaker
94:98:69,zte,中兴,
94:9c:be,HuaweiTechno,华为,
94:9f:8b,zte,中兴,
94:a0:7d,HuaweiDevice,华为,
94:a2:5d,HuaweiTechno,华为,
94:a4:f9,HuaweiTechno,华为,
94:a6:7e,Netgear,NETGEAR,router
94:a7:b7,zte,中兴,
94:a9:90,Espressif,Espressif / 乐鑫,
94:ad:05,HuaweiDevice,华为,
94:ad:23,Apple,Apple,
94:b0:1f,Apple,Apple,
94:b1:0a,SamsungElect,Samsung / 三星,
94:b2:71,HuaweiTechno,华为,
94:b4:3a,SamsungElect,Samsung / 三星,
94:b5:55,Espressif,Espressif / 乐鑫,
94:b9:7e,Espressif,Espressif / 乐鑫,
94:bf:2d,Apple,Apple,
94:bf:80,zte,中兴,
94:cb:cd,zte,中兴,
94:ce:0f,HuaweiDevice,华为,
94:ce:2c,Sony,Sony / 索尼,
94:cf:b0,HuaweiDevice,华为,
94:d0:0d,HuaweiTechno,华为,
94:d2:bc,HuaweiTechno,华为,
94:d3:31,XiaomiCommun,小米,
94:d5:4d,HuaweiTechno,华为,
94:d7:71,SamsungElect,Samsung / 三星,
94:d9:b3,TpLinkTechno,TP-Link,router
94:db:da,HuaweiTechno,华为,
94:df:34,HuaweiTechno,华为,
94:e1:29,SamsungElect,Samsung / 三星,
94:e1:ac,HikvisionDig,海康威视,camera
94:e3:00,HuaweiTechno,华为,
94:e3:ee,zte,中兴,
94:e4:ba,HuaweiDevice,华为,
94:e6:86,Espressif,Espressif / 乐鑫,
94:e6:ba,SamsungElect,Samsung / 三星,
94:e7:ea,HuaweiTechno,华为,
94:e7:f3,HuaweiTechno,华为,
94:e9:6a,Apple,Apple,
94:e9:ee,HuaweiDevice,华为,
94:ea:32,Apple,Apple,
94:eb:2c,Google,Google,speaker
94:ec:13,EzvizSoftwar,萤石,camera
94:ef:50,TPLink,TP-Link,router
94:f6:a3,Apple,Apple,
94:f6:d6,Apple,Apple,
94:f6:f2,HonorDevice,荣耀,
94:fe:22,HuaweiTechno,华为,
98:00:6a,zte,中兴,
98:00:c6,Apple,Apple,
98:01:a7,Apple,Apple,
98:03:8e,TPLink,TP-Link,router
98:03:d8,Apple,Apple,
98:04:5f,HuaweiDevice,华为,
98:06:3c,SamsungElect,Samsung / 三星,
98:07:09,HuaweiDevice,华为,
98:09:cf,OnePlusTechn,一加,
98:0c:82,SamsungElect,Samsung / 三星,
98:0d:51,HuaweiDevice,华为,
98:0d:6f,SamsungElect,Samsung / 三星,
98:0d:af,Apple,Apple,
98:10:e8,Apple,Apple,
98:12:e0,XiaomiCommun,小米,
98:13:33,zte,中兴,
98:17:1a,XiaomiMobile,小米,
98:17:f1,zte,中兴,
98:1a:35,HuaweiTechno,华为,
98:1c:a2,Apple,Apple,
98:1d:fa,SamsungElect,Samsung / 三星,
98:24:7b,HuaweiTechno,华为,
98:25:4a,TPLink,TP-Link,router
98:2a:fd,HuaweiTechno,华为,
98:2d:68,SamsungElect,Samsung / 三星,
98:2f:f8,HuaweiDevice,华为,
98:35:ed,HuaweiTechno,华为,
98:39:8e,SamsungElect,Samsung / 三星,
98:3a:1f,Google,Google,speaker
98:3c:8c,Apple,Apple,
98:3d:ae,Espressif,Espressif / 乐鑫,
98:3f:60,HuaweiTechno,华为,
98:3f:a4,zte,中兴,
98:3f:e8,SamsungElect,Samsung / 三星,
98:44:ce,HuaweiTechno,华为,
98:46:0a,Apple,Apple,
98:48:27,TpLinkTechno,TP-Link,router
98:48:74,HuaweiTechno,华为,
98:4b:06,HuaweiTechno,华为,
98:4e:8a,SamsungElect,Samsung / 三星,
98:50:2e,Apple,Apple,
98:51:fc,HuaweiDevice,华为,
98:52:07,HuaweiTechno,华为,
98:52:b1,SamsungElect,Samsung / 三星,
98:53:5f,HuaweiTechno,华为,
98:5a:98,HuaweiTechno,华为,
98:5a:eb,Apple,Apple,
98:60:ca,Apple,Apple,
98:61:10,HuaweiTechno,华为,
98:66:10,zte,中兴,
98:69:8a,Apple,Apple,
98:6c:f5,zte,中兴,
98:75:1a,HuaweiDevice,华为,
98:75:52,XiaomiCommun,小米,
98:7e:b5,HuaweiDevice,华为,
98:80:ee,SamsungElect,Samsung / 三星,
98:81:8a,HuaweiDevice,华为,
98:83:89,SamsungElect,Samsung / 三星,
98:87:6c,HuaweiDevice,华为,
98:88:6c,HuaweiDevice,华为,
98:88:e0,Espressif,Espressif / 乐鑫,
98:8b:0a,HikvisionDig,海康威视,camera
98:94:49,SkyworthWire,创维,tv
98:97:cc,TpLinkTechno,TP-Link,router
98:98:fb,Google,Google,speaker
98:9a:b9,zte,中兴,
98:9c:57,HuaweiTechno,华为,
98:9d:e5,HikvisionDig,海康威视,camera
98:9e:63,Apple,Apple,
98:9e:85,HonorDevice,荣耀,
98:9f:1e,HuaweiTechno,华为,
98:a3:16,Espressif,Espressif / 乐鑫,
98:a3:75,HuaweiDevice,华为,
98:a5:f9,Apple,Apple,
98:ac:ef,RealmeChongq,realme,
98:ad:1d,HuaweiDevice,华为,
98:b0:8b,SamsungElect,Samsung / 三星,
98:b3:79,Apple,Apple,
98:b3:ef,HuaweiDevice,华为,
98:b8:bc,SamsungElect,Samsung / 三星,
98:b8:e3,Apple,Apple,
98:ba:5f,TPLink,TP-Link,router
98:bb:99,Phicomm,斐讯,router
98:be:dc,HonorDevice,荣耀,
98:c0:8a,HuaweiTechno,华为,
98:c3:77,Espressif,Espressif / 乐鑫,
98:ca:33,Apple,Apple,
98:cd:ac,Espressif,Espressif / 乐鑫,
98:cf:7d,Apple,Apple,
98:d2:93,Google,Google,speaker
98:d3:d7,HuaweiTechno,华为,
98:d6:bb,Apple,Apple,
98:d7:42,SamsungElect,Samsung / 三星,
98:da:c4,TpLinkTechno,TP-Link,router
98:dd:60,Apple,Apple,
98:de:d0,TpLinkTechno,TP-Link,router
98:df:82,HikvisionDig,海康威视,camera
98:e0:81,XiaomiMobile,小米,
98:e0:d9,Apple,Apple,
98:e7:f5,HuaweiTechno,华为,
98:e8:59,Apple,Apple,
98:ee:8c,zte,中兴,
98:ee:94,XiaomiCommun,小米,
98:f0:83,HuaweiTechno,华为,
98:f0:ab,Apple,Apple,
98:f1:12,HikvisionDig,海康威视,camera
98:f3:f6,HuaweiTechno,华为,
98:f4:28,zte,中兴,
98:f4:ab,Espressif,Espressif / 乐鑫,
98:f5:37,zte,中兴,
98:f6:21,XiaomiCommun,小米,
98:fa:e3,XiaomiCommun,小米,
98:fb:27,SamsungElect,Samsung / 三星,
98:fe:54,RaspberryPi,Raspberry Pi,
98:fe:94,Apple,Apple,
98:fe:e1,Apple,Apple,
9c:02:98,SamsungElect,Samsung / 三星,
9c:03:51,HuaweiTechno,华为,
9c:04:eb,Apple,Apple,
9c:05:67,HonorDevice,荣耀,
9c:05:d6,Ubiquiti,Ubiquiti,router
9c:09:ca,HuaweiDevice,华为,
9c:13:9e,Espressif,Espressif / 乐鑫,
9c:1a:25,Apple,Apple,
9c:1d:36,HuaweiTechno,华为,
9c:1f:e6,SkyworthDisp,创维,tv
9c:20:7b,Apple,Apple,
9c:21:6a,TpLinkTechno,TP-Link,router
9c:25:95,SamsungElect,Samsung / 三星,
9c:28:b3,Apple,Apple,
9c:28:ef,HuaweiTechno,华为,
9c:28:f7,XiaomiCommun,小米,
9c:29:3f,Apple,Apple,
9c:2a:83,SamsungElect,Samsung / 三星,
9c:2e:7a,SamsungElect,Samsung / 三星,
9c:2e:a1,XiaomiCommun,小米,
9c:2f:4e,zte,中兴,
9c:35:eb,Apple,Apple,
9c:37:f4,HuaweiTechno,华为,
9c:39:28,SamsungElect,Samsung / 三星,
9c:3a:af,SamsungElect,Samsung / 三星,
9c:3d:cf,Netgear,NETGEAR,router
9c:3e:53,Apple,Apple,
9c:47:82,TpLinkTechno,TP-Link,router
9c:49:29,HuaweiTechno,华为,
9c:4f:5f,Google,Google,speaker
9c:4f:ac,zte,中兴,
9c:4f:da,Apple,Apple,
9c:52:f8,HuaweiTechno,华为,
9c:53:22,TPLink,TP-Link,router
9c:56:36,HuaweiDevice,华为,
9c:57:66,HuaweiTechno,华为,
9c:58:3c,Apple,Apple,
9c:58:84,Apple,Apple,
9c:5a:81,XiaomiCommun,小米,
9c:5c:8e,ASUSTekCOMPU,华硕,router
9c:5c:f9,Sony,Sony / 索尼,
9c:5f:b0,SamsungElect,Samsung / 三星,
9c:60:76,Apple,Apple,
9c:61:d7,HuaweiTechno,华为,
9c:63:5b,zte,中兴,
9c:63:ed,zte,中兴,
9c:64:8b,Apple,Apple,
9c:65:b0,SamsungElect,Samsung / 三星,
9c:69:d1,HuaweiTechno,华为,
9c:6b:72,RealmeChongq,realme,
9c:6f:52,zte,中兴,
9c:71:3a,HuaweiTechno,华为,
9c:73:70,HuaweiTechno,华为,
9c:73:b1,SamsungElect,Samsung / 三星,
9c:74:1a,HuaweiTechno,华为,
9c:74:6f,HuaweiTechno,华为,
9c:76:0e,Apple,Apple,
9c:79:e3,Apple,Apple,
9c:7d:a3,HuaweiTechno,华为,
9c:82:3f,HuaweiDevice,华为,
9c:83:06,SamsungElect,Samsung / 三星,
9c:84:bf,Apple,Apple,
9c:8b:a0,Apple,Apple,
9c:8c:6e,SamsungElect,Samsung / 三星,
9c:8e:9c,HuaweiDevice,华为,
9c:92:4f,Apple,Apple,
9c:95:67,HuaweiDevice,华为,
9c:96:d5,EspressifPte,Espressif / 乐鑫,
9c:97:74,HuaweiTechno,华为,
9c:97:93,HuaweiTechno,华为,
9c:99:a0,XiaomiCommun,小米,
9c:9c:1f,Espressif,Espressif / 乐鑫,
9c:9d:7e,XiaomiMobile,小米,
9c:9e:6e,Espressif,Espressif / 乐鑫,
9c:9e:71,HuaweiDevice,华为,
9c:9e:d5,XiaomiCommun,小米,
9c:a1:18,HuaweiDevice,华为,
9c:a2:f4,TPLink,TP-Link,router
9c:a5:13,SamsungElect,Samsung / 三星,
9c:a6:15,TpLinkTechno,TP-Link,router
9c:a9:c5,Apple,Apple,
9c:a9:e4,zte,中兴,
9c:b2:b2,HuaweiTechno,华为,
9c:b2:e8,HuaweiTechno,华为,
9c:b4:00,zte,中兴,
9c:bc:f0,XiaomiCommun,小米,
9c:bf:cd,HuaweiTechno,华为,
9c:c1:72,HuaweiTechno,华为,
9c:c3:94,Apple,Apple,
9c:c9:eb,Netgear,NETGEAR,router
9c:cc:01,Espressif,Espressif / 乐鑫,
9c:d2:4b,zte,中兴,
9c:d3:5b,SamsungElect,Samsung / 三星,
9c:d3:6d,Netgear,NETGEAR,router
9c:da:a8,Apple,Apple,
9c:db:af,HuaweiTechno,华为,
9c:df:8a,HuaweiTechno,华为,
9c:e0:63,SamsungElect,Samsung / 三星,
9c:e3:3f,Apple,Apple,
9c:e3:74,HuaweiTechno,华为,
9c:e6:5e,Apple,Apple,
9c:e6:e7,SamsungElect,Samsung / 三星,
9c:e9:1c,zte,中兴,
9c:ea:97,HonorDevice,荣耀,
9c:ec:61,HuaweiDevice,华为,
9c:f2:7e,SamsungElect,Samsung / 三星,
9c:f3:87,Apple,Apple,
9c:f3:ac,Apple,Apple,
9c:f4:8e,Apple,Apple,
9c:f8:b8,SkyworthDigi,创维,tv
9c:fa:76,Apple,Apple,
9c:fc:01,Apple,Apple,
9c:fc:28,Apple,Apple,
a0:00:4c,HisenseVisua,海信,tv
a0:04:60,Netgear,NETGEAR,router
a0:07:98,SamsungElect,Samsung / 三星,
a0:08:6f,HuaweiTechno,华为,
a0:09:2e,zte,中兴,
a0:0a:9a,HuaweiDevice,华为,
a0:0b:ba,SamsungElect,Samsung / 三星,
a0:0e:98,HuaweiTechno,华为,
a0:10:77,zte,中兴,
a0:10:81,SamsungElect,Samsung / 三星,
a0:18:28,Apple,Apple,
a0:1b:9e,SamsungElect,Samsung / 三星,
a0:1c:8d,HuaweiTechno,华为,
a0:20:a6,Espressif,Espressif / 乐鑫,
a0:21:95,SamsungElect,Samsung / 三星,
a0:21:b7,Netgear,NETGEAR,router
a0:27:b6,SamsungElect,Samsung / 三星,
a0:31:db,HuaweiTechno,华为,
a0:36:79,HuaweiTechno,华为,
a0:36:bc,ASUSTekCOMPU,华硕,router
a0:3b:e3,Apple,Apple,
a0:40:6f,HuaweiTechno,华为,
a0:40:a0,Netgear,NETGEAR,router
a0:41:47,HuaweiDevice,华为,
a0:42:d1,HuaweiDevice,华为,
a0:44:5c,HuaweiTechno,华为,
a0:48:39,HuaweiTechno,华为,
a0:4c:0c,SkyworthDigi,创维,tv
a0:4e:a7,Apple,Apple,
a0:4e:cf,Apple,Apple,
a0:52:72,Apple,Apple,
a0:55:2e,zte,中兴,
a0:56:2c,SamsungElect,Samsung / 三星,
a0:56:f3,Apple,Apple,
a0:57:e3,HuaweiTechno,华为,
a0:60:90,SamsungElect,Samsung / 三星,
a0:62:fb,HisenseVisua,海信,tv
a0:63:91,Netgear,NETGEAR,router
a0:69:74,HonorDevice,荣耀,
a0:70:b7,HuaweiTechno,华为,
a0:75:91,SamsungElect,Samsung / 三星,
a0:76:4e,Espressif,Espressif / 乐鑫,
a0:78:17,Apple,Apple,
a0:78:2d,Apple,Apple,
a0:7d:9c,SamsungElect,Samsung / 三星,
a0:82:1f,SamsungElect,Samsung / 三星,
a0:82:22,QingdaoHaier,海尔,
a0:85:e3,Espressif,Espressif / 乐鑫,
a0:86:c6,XiaomiCommun,小米,
a0:87:be,Apple,Apple,
a0:88:9d,HuaweiDevice,华为,
a0:89:e4,SkyworthDigi,创维,tv
a0:8c:f8,HuaweiTechno,华为,
a0:8d:16,HuaweiTechno,华为,
a0:91:a2,OnePlusElect,一加,
a0:91:c8,zte,中兴,
a0:99:9b,Apple,Apple,
a0:9a:0c,HonorDevice,荣耀,
a0:9a:8e,Apple,Apple,
a0:9d:22,Apple,Apple,
a0:a0:dc,HuaweiDevice,华为,
a0:a3:09,Apple,Apple,
a0:a3:3b,HuaweiTechno,华为,
a0:a3:b3,Espressif,Espressif / 乐鑫,
a0:ac:69,SamsungElect,Samsung / 三星,
a0:ad:62,HuaweiTechno,华为,
a0:ad:9f,ASUSTekCOMPU,华硕,router
a0:af:12,HuaweiTechno,华为,
a0:b0:bd,SamsungElect,Samsung / 三星,
a0:b1:5c,Google,Google,speaker
a0:b4:0f,Apple,Apple,
a0:b4:a5,SamsungElect,Samsung / 三星,
a0:b7:65,Espressif,Espressif / 乐鑫,
a0:c1:c5,Apple,Apple,
a0:c2:0d,HuaweiDevice,华为,
a0:c9:26,HuaweiDevice,华为,
a0:cb:fd,SamsungElect,Samsung / 三星,
a0:cf:f5,zte,中兴,
a0:d0:5b,SamsungElect,Samsung / 三星,
a0:d1:b3,Apple,Apple,
a0:d7:22,SamsungElect,Samsung / 三星,
a0:d7:95,Apple,Apple,
a0:d7:a0,HuaweiDevice,华为,
a0:d7:f3,SamsungElect,Samsung / 三星,
a0:d8:07,HuaweiDevice,华为,
a0:dd:6c,Espressif,Espressif / 乐鑫,
a0:de:0f,HuaweiDevice,华为,
a0:df:15,HuaweiTechno,华为,
a0:e3:90,Apple,Apple,
a0:e4:53,Sony,Sony / 索尼,
a0:ec:80,zte,中兴,
a0:ed:cd,Apple,Apple,
a0:ee:1a,Apple,Apple,
a0:f2:62,Espressif,Espressif / 乐鑫,
a0:f3:c1,TpLinkTechno,TP-Link,router
a0:f4:79,HuaweiTechno,华为,
a0:fa:c8,HuaweiTechno,华为,
a0:fb:83,HonorDevice,荣耀,
a0:fb:c5,Apple,Apple,
a0:ff:0c,HikvisionDig,海康威视,camera
a4:00:e2,HuaweiTechno,华为,
a4:07:b6,SamsungElect,Samsung / 三星,
a4:09:87,Apple,Apple,
a4:09:b3,HuaweiTechno,华为,
a4:14:37,HikvisionDig,海康威视,camera
a4:16:c0,Apple,Apple,
a4:16:e7,HuaweiTechno,华为,
a4:17:8b,HuaweiTechno,华为,
a4:1a:3a,TpLinkTechno,TP-Link,router
a4:1a:6e,zte,中兴,
a4:29:02,HikvisionDig,海康威视,camera
a4:2b:8c,Netgear,NETGEAR,router
a4:2b:b0,TpLinkTechno,TP-Link,router
a4:30:7a,SamsungElect,Samsung / 三星,
a4:31:35,Apple,Apple,
a4:37:3e,HuaweiDevice,华为,
a4:38:28,HuaweiTechno,华为,
a4:39:b3,XiaomiMobile,小米,
a4:3b:0e,HuaweiDevice,华为,
a4:40:27,zte,中兴,
a4:42:80,Apple,Apple,
a4:43:43,HuaweiDevice,华为,
a4:43:80,HuaweiDevice,华为,
a4:45:19,XiaomiCommun,小米,
a4:46:b4,HuaweiDevice,华为,
a4:4b:d5,XiaomiCommun,小米,
a4:4b:d9,HikvisionDig,海康威视,camera
a4:50:46,XiaomiCommun,小米,
a4:55:90,XiaomiCommun,小米,
a4:5e:60,Apple,Apple,
a4:67:06,Apple,Apple,
a4:6c:24,HuaweiTechno,华为,
a4:6c:f1,SamsungElect,Samsung / 三星,
a4:6d:a4,HuaweiTechno,华为,
a4:71:74,HuaweiTechno,华为,
a4:75:b9,SamsungElect,Samsung / 三星,
a4:77:33,Google,Google,speaker
a4:77:f3,Apple,Apple,
a4:79:52,HuaweiDevice,华为,
a4:7b:1a,HuaweiDevice,华为,
a4:7b:9d,Espressif,Espressif / 乐鑫,
a4:7c:c9,HuaweiTechno,华为,
a4:7e:39,zte,中兴,
a4:83:e7,Apple,Apple,
a4:84:31,SamsungElect,Samsung / 三星,
a4:93:3f,HuaweiTechno,华为,
a4:93:ad,HuaweiDevice,华为,
a4:93:fe,HuaweiTechno,华为,
a4:99:47,HuaweiTechno,华为,
a4:9a:58,SamsungElect,Samsung / 三星,
a4:9b:4f,HuaweiTechno,华为,
a4:9d:dd,SamsungElect,Samsung / 三星,
a4:9f:e7,SamsungElect,Samsung / 三星,
a4:a4:59,HikvisionDig,海康威视,camera
a4:a4:6b,HuaweiTechno,华为,
a4:a4:90,SamsungElect,Samsung / 三星,
a4:a9:30,XiaomiMobile,小米,
a4:aa:fe,HuaweiDevice,华为,
a4:ac:0f,HuaweiDevice,华为,
a4:b1:97,Apple,Apple,
a4:b6:1e,HuaweiDevice,华为,
a4:b8:05,Apple,Apple,
a4:ba:70,XiaomiMobile,小米,
a4:ba:76,HuaweiTechno,华为,
a4:bd:c4,HuaweiTechno,华为,
a4:be:2b,HuaweiTechno,华为,
a4:c3:37,Apple,Apple,
a4:c3:61,Apple,Apple,
a4:c3:be,XiaomiCommun,小米,
a4:c5:4e,HuaweiDevice,华为,
a4:c6:4f,HuaweiTechno,华为,
a4:c6:9a,SamsungElect,Samsung / 三星,
a4:c6:f0,Apple,Apple,
a4:c7:4b,HuaweiDevice,华为,
a4:c7:88,XiaomiCommun,小米,
a4:ca:a0,HuaweiTechno,华为,
a4:cb:8f,Espressif,Espressif / 乐鑫,
a4:cc:b3,XiaomiCommun,小米,
a4:cc:b9,RealmeChongq,realme,
a4:cf:03,RealmeChongq,realme,
a4:cf:12,Espressif,Espressif / 乐鑫,
a4:cf:99,Apple,Apple,
a4:d1:8c,Apple,Apple,
a4:d1:d2,Apple,Apple,
a4:d2:3e,Apple,Apple,
a4:d5:c2,HikvisionDig,海康威视,camera
a4:d9:31,Apple,Apple,
a4:d9:90,SamsungElect,Samsung / 三星,
a4:dc:be,HuaweiTechno,华为,
a4:dd:58,HuaweiTechno,华为,
a4:e2:87,XiaomiCommun,小米,
a4:e5:7c,Espressif,Espressif / 乐鑫,
a4:e9:75,Apple,Apple,
a4:eb:d3,SamsungElect,Samsung / 三星,
a4:f0:0f,Espressif,Espressif / 乐鑫,
a4:f1:e8,Apple,Apple,
a4:f3:3b,zte,中兴,
a4:f6:e6,Apple,Apple,
a4:f6:e8,Apple,Apple,
a4:f8:41,Apple,Apple,
a4:f8:ff,Ubiquiti,Ubiquiti,router
a4:f9:21,Apple,Apple,
a4:fc:14,Apple,Apple,
a4:ff:9f,XiaomiCommun,小米,
a8:02:db,zte,中兴,
a8:03:2a,Espressif,Espressif / 乐鑫,
a8:06:00,SamsungElect,Samsung / 三星,
a8:09:b1,HuaweiDevice,华为,
a8:0c:63,HuaweiTechno,华为,
a8:0d:e1,HuaweiTechno,华为,
a8:15:4d,TpLinkTechno,TP-Link,router
a8:16:d0,SamsungElect,Samsung / 三星,
a8:1a:f1,Apple,Apple,
a8:20:66,Apple,Apple,
a8:29:48,TPLink,TP-Link,router
a8:29:dc,TPLink,TP-Link,router
a8:2b:b9,SamsungElect,Samsung / 三星,
a8:2b:cd,HuaweiTechno,华为,
a8:2b:d5,XiaomiCommun,小米,
a8:2c:89,Apple,Apple,
a8:30:bc,SamsungElect,Samsung / 三星,
a8:34:6a,SamsungElect,Samsung / 三星,
a8:35:12,HuaweiDevice,华为,
a8:37:59,HuaweiDevice,华为,
a8:3b:5c,HuaweiTechno,华为,
a8:3e:d3,HuaweiTechno,华为,
a8:40:21,zte,中兴,
a8:42:a1,TPLink,TP-Link,router
a8:42:e3,Espressif,Espressif / 乐鑫,
a8:46:16,HuaweiTechno,华为,
a8:46:74,Espressif,Espressif / 乐鑫,
a8:48:fa,Espressif,Espressif / 乐鑫,
a8:49:4d,HuaweiTechno,华为,
a8:4a:28,Apple,Apple,
a8:4b:4d,SamsungElect,Samsung / 三星,
a8:50:81,HuaweiTechno,华为,
a8:51:5b,SamsungElect,Samsung / 三星,
a8:51:ab,Apple,Apple,
a8:57:4e,TpLinkTechno,TP-Link,router
a8:5a:e0,HuaweiDevice,华为,
a8:5b:78,Apple,Apple,
a8:5b:b7,Apple,Apple,
a8:5c:2c,Apple,Apple,
a8:5e:45,ASUSTekCOMPU,华硕,router
a8:5f:61,Apple,Apple,
a8:60:b6,Apple,Apple,
a8:66:7f,Apple,Apple,
a8:6a:86,XiaomiCommun,小米,
a8:6e:4e,HuaweiDevice,华为,
a8:6e:84,TPLink,TP-Link,router
a8:74:84,zte,中兴,
a8:76:50,SamsungElect,Samsung / 三星,
a8:79:71,HuaweiTechno,华为,
a8:79:8d,SamsungElect,Samsung / 三星,
a8:7c:01,SamsungElect,Samsung / 三星,
a8:7c:45,HuaweiTechno,华为,
a8:7c:f8,Apple,Apple,
a8:7d:12,HuaweiTechno,华为,
a8:81:7e,Apple,Apple,
a8:81:95,SamsungElect,Samsung / 三星,
a8:82:00,HisenseElect,海信,tv
a8:86:dd,Apple,Apple,
a8:87:b3,SamsungElect,Samsung / 三星,
a8:88:08,Apple,Apple,
a8:89:40,HuaweiDevice,华为,
a8:8e:24,Apple,Apple,
a8:8f:d9,Apple,Apple,
a8:91:3d,Apple,Apple,
a8:96:8a,Apple,Apple,
a8:9a:8c,zte,中兴,
a8:9c:6c,Ubiquiti,Ubiquiti,router
a8:9c:78,Apple,Apple,
a8:9c:ed,XiaomiCommun,小米,
a8:9f:ba,SamsungElect,Samsung / 三星,
a8:a6:68,zte,中兴,
a8:aa:7c,HuaweiDevice,华为,
a8:ab:b5,Apple,Apple,
a8:b2:71,HuaweiTechno,华为,
a8:ba:69,SamsungElect,Samsung / 三星,
a8:bb:56,Apple,Apple,
a8:bb:cf,Apple,Apple,
a8:be:27,Apple,Apple,
a8:c0:92,HuaweiDevice,华为,
a8:c2:52,HuaweiDevice,华为,
a8:c4:07,HuaweiTechno,华为,
a8:c8:3a,HuaweiTechno,华为,
a8:ca:7b,HuaweiTechno,华为,
a8:ca:b9,SamsungElect,Samsung / 三星,
a8:d0:81,HuaweiDevice,华为,
a8:d1:62,SamsungElect,Samsung / 三星,
